geo,Municipio,Año,Especie,Cantidad
15001,Tunja,2020,Ovinos,2260
15001,Tunja,2020,Bufalos,20
15022,Almeida,2020,Equinos,15
15022,Almeida,2020,Caprinos,65
15022,Almeida,2020,Ovinos,135
15047,Aquitania,2020,Equinos,460
15047,Aquitania,2020,Caprinos,238
15047,Aquitania,2020,Ovinos,2540
15047,Aquitania,2020,Bufalos,3
15051,Arcabuco,2020,Equinos,470
15051,Arcabuco,2020,Caprinos,210
15051,Arcabuco,2020,Ovinos,320
15051,Arcabuco,2020,Bufalos,10
15087,Belén,2020,Equinos,156
15087,Belén,2020,Caprinos,80
15087,Belén,2020,Ovinos,130
15087,Belén,2020,Bufalos,12
15090,Berbeo,2020,Equinos,110
15090,Berbeo,2020,Caprinos,17
15090,Berbeo,2020,Ovinos,100
15090,Berbeo,2020,Bufalos,2
15092,Betéitiva,2020,Equinos,86
15092,Betéitiva,2020,Caprinos,420
15092,Betéitiva,2020,Ovinos,2210
15092,Betéitiva,2020,Bufalos,3
15097,Boavita,2020,Equinos,245
15097,Boavita,2020,Caprinos,2750
15097,Boavita,2020,Ovinos,1350
15097,Boavita,2020,Bufalos,7
15104,Boyacá,2020,Equinos,174
15104,Boyacá,2020,Caprinos,35
15104,Boyacá,2020,Ovinos,220
15106,Briceño,2020,Equinos,90
15106,Briceño,2020,Caprinos,3
15109,Buenavista,2020,Equinos,140
15109,Buenavista,2020,Caprinos,35
15109,Buenavista,2020,Ovinos,40
15114,Busbanzá,2020,Equinos,27
15114,Busbanzá,2020,Caprinos,13
15114,Busbanzá,2020,Ovinos,480
15114,Busbanzá,2020,Bufalos,4
15131,Caldas,2020,Equinos,297
15131,Caldas,2020,Caprinos,50
15131,Caldas,2020,Ovinos,300
15135,Campohermoso,2020,Equinos,1000
15135,Campohermoso,2020,Caprinos,22
15135,Campohermoso,2020,Ovinos,12
15162,Cerinza,2020,Equinos,75
15162,Cerinza,2020,Caprinos,40
15162,Cerinza,2020,Ovinos,290
15162,Cerinza,2020,Bufalos,14
15172,Chinavita,2020,Equinos,170
15172,Chinavita,2020,Caprinos,200
15172,Chinavita,2020,Ovinos,120
15176,Chiquinquirá,2020,Equinos,746
15176,Chiquinquirá,2020,Caprinos,165
15176,Chiquinquirá,2020,Ovinos,350
15176,Chiquinquirá,2020,Bufalos,35
15180,Chiscas,2020,Equinos,900
15180,Chiscas,2020,Caprinos,1830
15180,Chiscas,2020,Ovinos,4500
15180,Chiscas,2020,Bufalos,10
15183,Chita,2020,Equinos,1410
15183,Chita,2020,Caprinos,2480
15183,Chita,2020,Ovinos,10750
15185,Chitaraque,2020,Equinos,590
15185,Chitaraque,2020,Caprinos,14
15185,Chitaraque,2020,Ovinos,35
15187,Chivatá,2020,Equinos,100
15187,Chivatá,2020,Caprinos,40
15187,Chivatá,2020,Ovinos,500
15187,Chivatá,2020,Bufalos,5
15189,Ciénega,2020,Equinos,312
15189,Ciénega,2020,Caprinos,20
15189,Ciénega,2020,Ovinos,240
15204,Cómbita,2020,Equinos,221
15204,Cómbita,2020,Caprinos,90
15204,Cómbita,2020,Ovinos,910
15204,Cómbita,2020,Bufalos,16
15212,Coper,2020,Equinos,81
15212,Coper,2020,Caprinos,3
15212,Coper,2020,Bufalos,18
15215,Corrales,2020,Equinos,130
15215,Corrales,2020,Caprinos,134
15215,Corrales,2020,Ovinos,660
15215,Corrales,2020,Bufalos,5
15218,Covarachía,2020,Equinos,65
15218,Covarachía,2020,Caprinos,2760
15218,Covarachía,2020,Ovinos,320
15223,Cubará,2020,Equinos,693
15223,Cubará,2020,Caprinos,10
15223,Cubará,2020,Ovinos,544
15223,Cubará,2020,Bufalos,1
15224,Cucaita,2020,Equinos,70
15224,Cucaita,2020,Caprinos,110
15224,Cucaita,2020,Ovinos,300
15224,Cucaita,2020,Bufalos,7
15226,Cuítiva,2020,Equinos,290
15226,Cuítiva,2020,Caprinos,145
15226,Cuítiva,2020,Ovinos,1150
15226,Cuítiva,2020,Bufalos,5
15232,Chíquiza,2020,Equinos,230
15232,Chíquiza,2020,Caprinos,95
15232,Chíquiza,2020,Ovinos,300
15236,Chivor,2020,Equinos,300
15236,Chivor,2020,Caprinos,30
15236,Chivor,2020,Ovinos,150
15238,Duitama,2020,Equinos,80
15238,Duitama,2020,Caprinos,13
15238,Duitama,2020,Ovinos,620
15238,Duitama,2020,Bufalos,7
15244,El Cocuy,2020,Equinos,140
15244,El Cocuy,2020,Caprinos,950
15244,El Cocuy,2020,Ovinos,11150
15248,El Espino,2020,Equinos,490
15248,El Espino,2020,Caprinos,245
15248,El Espino,2020,Ovinos,510
15272,Firavitoba,2020,Equinos,480
15272,Firavitoba,2020,Caprinos,320
15272,Firavitoba,2020,Ovinos,265
15272,Firavitoba,2020,Bufalos,2
15276,Floresta,2020,Equinos,175
15276,Floresta,2020,Caprinos,620
15276,Floresta,2020,Ovinos,2100
15276,Floresta,2020,Bufalos,7
15293,Gachantivá,2020,Equinos,160
15293,Gachantivá,2020,Caprinos,17
15293,Gachantivá,2020,Ovinos,200
15293,Gachantivá,2020,Bufalos,2
15296,Gámeza,2020,Equinos,420
15296,Gámeza,2020,Caprinos,56
15296,Gámeza,2020,Ovinos,2080
15296,Gámeza,2020,Bufalos,47
15299,Garagoa,2020,Equinos,670
15299,Garagoa,2020,Caprinos,175
15299,Garagoa,2020,Ovinos,278
15299,Garagoa,2020,Bufalos,6
15317,Guacamayas,2020,Equinos,220
15317,Guacamayas,2020,Caprinos,1153
15317,Guacamayas,2020,Ovinos,1310
15322,Guateque,2020,Equinos,160
15322,Guateque,2020,Caprinos,89
15322,Guateque,2020,Ovinos,205
15322,Guateque,2020,Bufalos,14
15325,Guayatá,2020,Equinos,360
15325,Guayatá,2020,Caprinos,115
15325,Guayatá,2020,Ovinos,280
15332,Güicán,2020,Equinos,80
15332,Güicán,2020,Caprinos,585
15332,Güicán,2020,Ovinos,17500
15362,Iza,2020,Equinos,160
15362,Iza,2020,Caprinos,46
15362,Iza,2020,Ovinos,500
15362,Iza,2020,Bufalos,1
15367,Jenesano,2020,Equinos,485
15367,Jenesano,2020,Caprinos,40
15367,Jenesano,2020,Ovinos,80
15367,Jenesano,2020,Bufalos,3
15368,Jericó,2020,Equinos,255
15368,Jericó,2020,Caprinos,30
15368,Jericó,2020,Ovinos,630
15377,Labranzagrande,2020,Equinos,730
15377,Labranzagrande,2020,Caprinos,6
15377,Labranzagrande,2020,Ovinos,204
15377,Labranzagrande,2020,Bufalos,94
15380,La Capilla,2020,Equinos,400
15380,La Capilla,2020,Caprinos,75
15380,La Capilla,2020,Ovinos,290
15401,La Victoria,2020,Equinos,136
15401,La Victoria,2020,Ovinos,12
15403,La Uvita,2020,Equinos,690
15403,La Uvita,2020,Caprinos,460
15403,La Uvita,2020,Ovinos,2500
15407,Villa de Leiva,2020,Equinos,458
15407,Villa de Leiva,2020,Caprinos,295
15407,Villa de Leiva,2020,Ovinos,300
15407,Villa de Leiva,2020,Bufalos,80
15425,Macanal,2020,Equinos,370
15425,Macanal,2020,Caprinos,62
15425,Macanal,2020,Ovinos,240
15425,Macanal,2020,Bufalos,5
15442,Maripí,2020,Equinos,57
15442,Maripí,2020,Caprinos,4
15442,Maripí,2020,Ovinos,6
15455,Miraflores,2020,Equinos,400
15455,Miraflores,2020,Caprinos,30
15455,Miraflores,2020,Ovinos,110
15455,Miraflores,2020,Bufalos,9
15464,Mongua,2020,Equinos,600
15464,Mongua,2020,Caprinos,212
15464,Mongua,2020,Ovinos,4250
15464,Mongua,2020,Bufalos,2
15466,Monguí,2020,Equinos,167
15466,Monguí,2020,Caprinos,23
15466,Monguí,2020,Ovinos,690
15466,Monguí,2020,Bufalos,3
15469,Moniquirá,2020,Equinos,1512
15469,Moniquirá,2020,Caprinos,230
15469,Moniquirá,2020,Ovinos,170
15469,Moniquirá,2020,Bufalos,33
15476,Motavita,2020,Equinos,300
15476,Motavita,2020,Caprinos,30
15476,Motavita,2020,Ovinos,800
15480,Muzo,2020,Equinos,48
15480,Muzo,2020,Ovinos,6
15491,Nobsa,2020,Equinos,55
15491,Nobsa,2020,Caprinos,148
15491,Nobsa,2020,Ovinos,450
15491,Nobsa,2020,Bufalos,3
15494,Nuevo Colón,2020,Equinos,97
15494,Nuevo Colón,2020,Caprinos,12
15494,Nuevo Colón,2020,Ovinos,350
15500,Oicatá,2020,Equinos,85
15500,Oicatá,2020,Caprinos,35
15500,Oicatá,2020,Ovinos,490
15500,Oicatá,2020,Bufalos,1
15507,Otanche,2020,Equinos,302
15507,Otanche,2020,Caprinos,12
15507,Otanche,2020,Ovinos,102
15511,Pachavita,2020,Equinos,215
15511,Pachavita,2020,Caprinos,87
15511,Pachavita,2020,Ovinos,48
15514,Páez,2020,Equinos,450
15514,Páez,2020,Caprinos,14
15514,Páez,2020,Ovinos,108
15514,Páez,2020,Bufalos,25
15516,Paipa,2020,Equinos,367
15516,Paipa,2020,Caprinos,40
15516,Paipa,2020,Ovinos,350
15516,Paipa,2020,Bufalos,16
15518,Pajarito,2020,Equinos,460
15518,Pajarito,2020,Caprinos,19
15518,Pajarito,2020,Ovinos,82
15518,Pajarito,2020,Bufalos,1
15522,Panqueba,2020,Equinos,245
15522,Panqueba,2020,Caprinos,350
15522,Panqueba,2020,Ovinos,1220
15522,Panqueba,2020,Bufalos,21
15531,Pauna,2020,Equinos,425
15531,Pauna,2020,Caprinos,17
15531,Pauna,2020,Ovinos,35
15533,Paya,2020,Equinos,520
15533,Paya,2020,Caprinos,1
15533,Paya,2020,Ovinos,215
15537,Paz de Río,2020,Equinos,386
15537,Paz de Río,2020,Caprinos,75
15537,Paz de Río,2020,Ovinos,280
15537,Paz de Río,2020,Bufalos,7
15542,Pesca,2020,Equinos,980
15542,Pesca,2020,Caprinos,460
15542,Pesca,2020,Ovinos,2200
15542,Pesca,2020,Bufalos,8
15550,Pisba,2020,Equinos,560
15550,Pisba,2020,Caprinos,5
15550,Pisba,2020,Ovinos,195
15550,Pisba,2020,Bufalos,4
15572,Puerto Boyacá,2020,Equinos,6700
15572,Puerto Boyacá,2020,Caprinos,80
15572,Puerto Boyacá,2020,Ovinos,2220
15572,Puerto Boyacá,2020,Bufalos,5155
15580,Quípama,2020,Equinos,418
15580,Quípama,2020,Caprinos,9
15580,Quípama,2020,Ovinos,34
15599,Ramiriquí,2020,Equinos,182
15599,Ramiriquí,2020,Caprinos,19
15599,Ramiriquí,2020,Ovinos,240
15600,Ráquira,2020,Equinos,165
15600,Ráquira,2020,Caprinos,120
15600,Ráquira,2020,Ovinos,220
15621,Rondón,2020,Equinos,100
15621,Rondón,2020,Caprinos,23
15621,Rondón,2020,Ovinos,165
15632,Saboyá,2020,Equinos,628
15632,Saboyá,2020,Caprinos,80
15632,Saboyá,2020,Ovinos,170
15632,Saboyá,2020,Bufalos,5
15638,Sáchica,2020,Equinos,29
15638,Sáchica,2020,Caprinos,40
15638,Sáchica,2020,Ovinos,480
15646,Samacá,2020,Equinos,175
15646,Samacá,2020,Caprinos,16
15646,Samacá,2020,Ovinos,255
15660,San Eduardo,2020,Equinos,200
15660,San Eduardo,2020,Caprinos,20
15660,San Eduardo,2020,Ovinos,120
15664,San José de Pare,2020,Equinos,1625
15664,San José de Pare,2020,Caprinos,17
15664,San José de Pare,2020,Ovinos,17
15667,San Luis de Gaceno,2020,Equinos,1985
15667,San Luis de Gaceno,2020,Caprinos,270
15667,San Luis de Gaceno,2020,Ovinos,350
15673,San Mateo,2020,Equinos,320
15673,San Mateo,2020,Caprinos,2910
15673,San Mateo,2020,Ovinos,1350
