geo,Año,Ciclo,Áreas cosechadas
15183,2019,Transitorio,25.000000
15183,2019,Transitorio,57.000000
15183,2019,Transitorio,3.000000
15183,2019,Transitorio,231.000000
15185,2019,Permanente,8.000000
15185,2019,Permanente,0.000000
15185,2019,Permanente,6.000000
15185,2019,Permanente,0.000000
15185,2019,Permanente,10.000000
15185,2019,Permanente,89.000000
15185,2019,Permanente,12.000000
15185,2019,Transitorio,115.000000
15185,2019,Transitorio,30.000000
15185,2019,Transitorio,110.000000
15185,2019,Transitorio,28.000000
15187,2019,Permanente,0.700000
15187,2019,Transitorio,20.000000
15187,2019,Transitorio,90.000000
15187,2019,Transitorio,15.000000
15187,2019,Transitorio,4.000000
15187,2019,Transitorio,10.000000
15187,2019,Transitorio,10.000000
15187,2019,Transitorio,3.000000
15187,2019,Transitorio,60.000000
15187,2019,Transitorio,15.000000
15187,2019,Transitorio,70.000000
15187,2019,Transitorio,5.000000
15187,2019,Transitorio,15.000000
15187,2019,Transitorio,1.500000
15187,2019,Transitorio,50.000000
15189,2019,Permanente,20.000000
15189,2019,Permanente,55.000000
15189,2019,Permanente,56.000000
15189,2019,Permanente,122.000000
15189,2019,Permanente,80.000000
15189,2019,Transitorio,0.000000
15189,2019,Transitorio,0.750000
15189,2019,Transitorio,30.000000
15189,2019,Transitorio,264.000000
15189,2019,Transitorio,0.750000
15189,2019,Transitorio,30.000000
15189,2019,Transitorio,245.000000
15204,2019,Permanente,0.000000
15204,2019,Permanente,0.000000
15204,2019,Permanente,63.000000
15204,2019,Permanente,0.000000
15204,2019,Permanente,0.000000
15204,2019,Permanente,65.000000
15204,2019,Transitorio,25.000000
15204,2019,Transitorio,12.000000
15204,2019,Transitorio,0.000000
15204,2019,Transitorio,10.000000
15204,2019,Transitorio,20.000000
15204,2019,Transitorio,650.000000
15204,2019,Transitorio,20.000000
15204,2019,Transitorio,10.000000
15204,2019,Transitorio,63.000000
15204,2019,Transitorio,9.000000
15204,2019,Transitorio,18.000000
15204,2019,Transitorio,550.000000
15212,2019,Permanente,110.000000
15212,2019,Permanente,17.000000
15212,2019,Permanente,10.000000
15212,2019,Permanente,178.000000
15212,2019,Permanente,8.000000
15212,2019,Permanente,150.000000
15212,2019,Transitorio,40.000000
15212,2019,Transitorio,75.000000
15212,2019,Transitorio,55.000000
15215,2019,Permanente,2.000000
15215,2019,Permanente,7.700000
15215,2019,Permanente,8.900000
15215,2019,Permanente,9.000000
15215,2019,Transitorio,1.000000
15215,2019,Transitorio,13.600000
15215,2019,Transitorio,1.800000
15215,2019,Transitorio,28.000000
15215,2019,Transitorio,17.000000
15215,2019,Transitorio,1.000000
15215,2019,Transitorio,4.000000
15215,2019,Transitorio,30.000000
15215,2019,Transitorio,17.000000
15215,2019,Transitorio,1.000000
15215,2019,Transitorio,0.800000
