geo,Area,Periodo,Valor
15480,Muzo,2012,0.928900
15572,Puerto Boyacá,2012,0.929700
15001,Tunja,2013,0.945900
15001,Tunja,2014,0.952600
15572,Puerto Boyacá,2013,0.954300
15238,Duitama,2013,0.954700
15759,Sogamoso,2014,0.956400
15516,Paipa,2013,0.958100
15226,Cuítiva,2014,0.961200
15092,Betéitiva,2014,0.969200
15511,Pachavita,2013,0.970600
15480,Muzo,2013,0.972800
15832,Tununguá,2012,0.972900
15162,Cerinza,2014,0.976800
15455,Miraflores,2013,0.977000
15693,Santa Rosa De Viterbo,2013,0.977100
15511,Pachavita,2012,0.977600
15516,Paipa,2014,0.977800
15047,Aquitania,2014,0.977900
15646,Samacá,2013,0.978900
15822,Tota,2014,0.979200
15407,Villa De Leyva,2014,0.979900
15455,Miraflores,2012,0.981200
15238,Duitama,2014,0.981800
15820,Tópaga,2012,0.983100
15690,Santa María,2014,0.983400
15511,Pachavita,2014,0.983500
15480,Muzo,2014,0.983900
15693,Santa Rosa De Viterbo,2012,0.984000
15686,Santana,2012,0.984300
15837,Tuta,2013,0.984700
15500,Oicatá,2013,0.985400
15469,Moniquirá,2013,0.985700
15693,Santa Rosa De Viterbo,2014,0.985700
15778,Sutatenza,2012,0.986300
15047,Aquitania,2012,0.986700
15322,Guateque,2013,0.986800
15778,Sutatenza,2013,0.986800
15185,Chitaraque,2012,0.988200
15104,Boyacá,2012,0.989600
15106,Briceño,2013,0.989800
15047,Aquitania,2013,0.990400
15104,Boyacá,2013,0.990400
15090,Berbeo,2012,0.990800
15686,Santana,2013,0.990900
15215,Corrales,2013,0.991100
15322,Guateque,2014,0.991100
15491,Nobsa,2014,0.991200
15090,Berbeo,2013,0.991300
15507,Otanche,2013,0.991300
15808,Tinjacá,2012,0.991500
15106,Briceño,2014,0.991700
15455,Miraflores,2014,0.991700
15790,Tasco,2014,0.991800
15667,San Luis De Gaceno,2012,0.992200
15507,Otanche,2014,0.992200
15762,Sora,2013,0.992300
15763,Sotaquirá,2013,0.992300
15325,Guayatá,2013,0.992600
15542,Pesca,2013,0.992600
15322,Guateque,2012,0.992900
15816,Togüí,2013,0.992900
15001,Tunja,2012,0.993100
15646,Samacá,2014,0.993100
15820,Tópaga,2013,0.993300
15469,Moniquirá,2014,0.993400
15632,Saboyá,2013,0.993500
15204,Cómbita,2013,0.993700
15176,Chiquinquirá,2014,0.993700
15464,Mongua,2013,0.993800
15690,Santa María,2013,0.993800
15516,Paipa,2012,0.993900
15518,Pajarito,2013,0.993900
15172,Chinavita,2013,0.994100
15808,Tinjacá,2014,0.994100
15808,Tinjacá,2013,0.994200
15632,Saboyá,2012,0.994300
15832,Tununguá,2014,0.994300
15226,Cuítiva,2012,0.994400
15296,Gámeza,2014,0.994400
15690,Santa María,2012,0.994500
15832,Tununguá,2013,0.994500
15087,Belén,2014,0.994500
15090,Berbeo,2014,0.994500
15542,Pesca,2012,0.994600
15109,Buenavista,2014,0.994600
15204,Cómbita,2014,0.994600
15051,Arcabuco,2012,0.995000
15367,Jenesano,2013,0.995100
15407,Villa De Leyva,2013,0.995100
15464,Mongua,2014,0.995100
15572,Puerto Boyacá,2014,0.995300
15820,Tópaga,2014,0.995300
15776,Sutamarchán,2013,0.995400
15204,Cómbita,2012,0.995600
15367,Jenesano,2012,0.995600
15761,Somondoco,2013,0.995600
15236,Chivor,2013,0.995800
15580,Quípama,2013,0.995800
15632,Saboyá,2014,0.995900
15469,Moniquirá,2012,0.996000
15759,Sogamoso,2012,0.996000
15837,Tuta,2012,0.996000
15804,Tibaná,2012,0.996100
15362,Iza,2014,0.996300
15757,Socha,2013,0.996400
